provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah,cluster,kategori_kesejahteraan
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2017,MARET,170765.0,2538673.0,795826.0,14822.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,173137.0,2538673.0,795826.0,14822.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2018,MARET,180347.0,2755444.0,838278.0,15817.999999999998,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,186718.0,2755444.0,838278.0,15817.999999999998,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2017,MARET,153836.0,2538673.0,469207.99999999994,14822.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,158552.00000000003,2538673.0,469207.99999999994,14822.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2018,MARET,165869.0,2755444.0,559284.0,15817.999999999998,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,176561.0,2755444.0,559284.0,15817.999999999998,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2019,MARET,190457.99999999997,2976706.0,883969.0,17373.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,200912.0,2976706.0,883969.0,17373.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2020,MARET,203236.0,3230024.0,854352.0,15763.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,204588.0,3230024.0,854352.0,15763.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2019,MARET,178334.0,2976706.0,603650.9999999999,17373.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,184681.00000000003,2976706.0,603650.9999999999,17373.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2020,MARET,189493.0,3230024.0,578492.0,15763.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,190676.0,3230024.0,578492.0,15763.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2021,MARET,212698.0,3000804.0,859389.0,17692.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,215609.0,3000804.0,859389.0,17692.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2022,MARET,223107.0,3264884.0,874034.0,18132.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,231249.0,3264884.0,874034.0,18132.0,2,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2021,MARET,202340.00000000003,3000804.0,606125.0,17692.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,214613.0,3000804.0,606125.0,17692.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2022,MARET,220289.00000000003,3264884.0,637671.9999999999,18132.0,0,Menengah
KEP. BANGKA BELITUNG,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,231037.0,3264884.0,637671.9999999999,18132.0,0,Menengah
KEP. RIAU,MAKANAN,PERKOTAAN,2015,MARET,298998.0,1954000.0000000002,625859.0,18863.0,1,Menengah
KEP. RIAU,MAKANAN,PERKOTAAN,2015,SEPTEMBER,318580.0,1954000.0000000002,625859.0,18863.0,1,Menengah
KEP. RIAU,MAKANAN,PERKOTAAN,2016,MARET,326014.0,2178710.0,714538.0,21018.999999999996,1,Menengah
KEP. RIAU,MAKANAN,PERKOTAAN,2016,SEPTEMBER,334582.0,2178710.0,714538.0,21018.999999999996,1,Menengah
KEP. RIAU,MAKANAN,PERDESAAN,2015,MARET,316511.00000000006,1954000.0000000002,480875.0,18863.0,3,Menengah
KEP. RIAU,MAKANAN,PERDESAAN,2015,SEPTEMBER,343566.0,1954000.0000000002,480875.0,18863.0,3,Menengah
KEP. RIAU,MAKANAN,PERDESAAN,2016,MARET,353153.0,2178710.0,502046.0,21018.999999999996,3,Menengah
KEP. RIAU,MAKANAN,PERDESAAN,2016,SEPTEMBER,366410.99999999994,2178710.0,502046.0,21018.999999999996,3,Menengah
KEP. RIAU,MAKANAN,PERKOTAAN,2017,MARET,340729.0,2358454.0,794255.0,19832.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2017,SEPTEMBER,357478.0,2358454.0,794255.0,19832.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2018,MARET,373829.0,2563875.0,774057.0,23211.999999999996,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2018,SEPTEMBER,376276.0,2563875.0,774057.0,23211.999999999996,1,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2017,MARET,375168.0,2358454.0,562677.0,19832.0,3,Menengah
KEP. RIAU,MAKANAN,PERDESAAN,2017,SEPTEMBER,387266.0,2358454.0,562677.0,19832.0,3,Menengah
KEP. RIAU,MAKANAN,PERDESAAN,2018,MARET,396882.0,2563875.0,590285.9999999999,23211.999999999996,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2018,SEPTEMBER,405549.0,2563875.0,590285.9999999999,23211.999999999996,3,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2019,MARET,393859.0,2769754.0,809149.0000000001,22912.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2019,SEPTEMBER,397193.0,2769754.0,809149.0000000001,22912.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2020,MARET,406556.0,3005460.0,819974.0,25032.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2020,SEPTEMBER,408172.0,3005460.0,819974.0,25032.0,1,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2019,MARET,412190.0,2769754.0,610032.9999999999,22912.0,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2019,SEPTEMBER,429322.0,2769754.0,610032.9999999999,22912.0,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2020,MARET,442464.0,3005460.0,623233.9999999999,25032.0,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2020,SEPTEMBER,444217.0,3005460.0,623233.9999999999,25032.0,3,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2021,MARET,426912.0,3005460.0,842908.0,25736.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2021,SEPTEMBER,429830.0,3005460.0,842908.0,25736.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2022,MARET,453563.0,3050172.0,868121.0,23528.0,1,Tinggi
KEP. RIAU,MAKANAN,PERKOTAAN,2022,SEPTEMBER,486016.0,3050172.0,868121.0,23528.0,1,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2021,MARET,458274.0,3005460.0,645900.0,25736.0,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2021,SEPTEMBER,467527.0,3005460.0,645900.0,25736.0,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2022,MARET,496488.0,3050172.0,672519.9999999999,23528.0,3,Tinggi
KEP. RIAU,MAKANAN,PERDESAAN,2022,SEPTEMBER,525085.0,3050172.0,672519.9999999999,23528.0,3,Tinggi
KEP. RIAU,NONMAKANAN,PERKOTAAN,2015,MARET,155149.0,1954000.0000000002,809066.0000000001,18863.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,166916.0,1954000.0000000002,809066.0000000001,18863.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2016,MARET,168404.00000000003,2178710.0,842368.0,21018.999999999996,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,171397.99999999997,2178710.0,842368.0,21018.999999999996,2,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2015,MARET,104127.0,1954000.0000000002,404211.00000000006,18863.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,113367.0,1954000.0000000002,404211.00000000006,18863.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2016,MARET,113836.0,2178710.0,464080.99999999994,21018.999999999996,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,115276.0,2178710.0,464080.99999999994,21018.999999999996,0,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2017,MARET,175688.0,2358454.0,869298.9999999999,19832.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,182583.0,2358454.0,869298.9999999999,19832.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2018,MARET,190164.0,2563875.0,881087.0,23211.999999999996,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,194632.0,2563875.0,881087.0,23211.999999999996,2,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2017,MARET,117473.0,2358454.0,442555.99999999994,19832.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,120529.0,2358454.0,442555.99999999994,19832.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2018,MARET,131906.0,2563875.0,496566.0,23211.999999999996,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,137637.00000000003,2563875.0,496566.0,23211.999999999996,0,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2019,MARET,204035.0,2769754.0,1039295.8749999999,22912.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,208017.0,2769754.0,1039295.8749999999,22912.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2020,MARET,210186.0,3005460.0,1023030.9999999999,25032.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,211289.0,3005460.0,1023030.9999999999,25032.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2019,MARET,144058.00000000003,2769754.0,499044.99999999994,22912.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,147937.00000000003,2769754.0,499044.99999999994,22912.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2020,MARET,152786.0,3005460.0,520509.0,25032.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,153682.0,3005460.0,520509.0,25032.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2021,MARET,217689.0,3005460.0,1039295.8749999999,25736.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,225676.0,3005460.0,1039295.8749999999,25736.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2022,MARET,233682.0,3050172.0,1039295.8749999999,23528.0,2,Menengah
KEP. RIAU,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,247232.0,3050172.0,1039295.8749999999,23528.0,2,Tinggi
KEP. RIAU,NONMAKANAN,PERDESAAN,2021,MARET,156472.0,3005460.0,518795.0,25736.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,159285.0,3005460.0,518795.0,25736.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2022,MARET,162820.0,3050172.0,515616.0,23528.0,0,Menengah
KEP. RIAU,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,172647.0,3050172.0,515616.0,23528.0,0,Menengah
DKI JAKARTA,MAKANAN,PERKOTAAN,2015,MARET,319594.99999999994,2700000.0,615486.0,17012.0,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2015,SEPTEMBER,327678.0,2700000.0,615486.0,17012.0,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2016,MARET,329644.0,3100000.0,692206.0,23180.999999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2016,SEPTEMBER,334938.0,3100000.0,692206.0,23180.999999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERDESAAN,2015,MARET,228034.7565298507,2700000.0,570136.686567164,17012.0,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2015,SEPTEMBER,228034.7565298507,2700000.0,570136.686567164,17012.0,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2016,MARET,228034.7565298507,3100000.0,570136.686567164,23180.999999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2016,SEPTEMBER,228034.7565298507,3100000.0,570136.686567164,23180.999999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERKOTAAN,2017,MARET,347382.0,3355750.0,797828.0,23826.0,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2017,SEPTEMBER,383192.0,3355750.0,797828.0,23826.0,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2018,MARET,394158.0,3648036.0,847846.0,25238.0,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2018,SEPTEMBER,408790.0,3648036.0,847846.0,25238.0,1,Tinggi
DKI JAKARTA,MAKANAN,PERDESAAN,2017,MARET,228034.7565298507,3355750.0,570136.686567164,23826.0,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2017,SEPTEMBER,228034.7565298507,3355750.0,570136.686567164,23826.0,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2018,MARET,228034.7565298507,3648036.0,570136.686567164,25238.0,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2018,SEPTEMBER,228034.7565298507,3648036.0,570136.686567164,25238.0,3,Menengah
DKI JAKARTA,MAKANAN,PERKOTAAN,2019,MARET,429915.0,3937389.3749999995,877448.0,25235.999999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,451918.0,3937389.3749999995,877448.0,25235.999999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2020,MARET,466156.0,3937389.3749999995,944687.0000000001,26989.249999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2020,SEPTEMBER,467847.0,3937389.3749999995,944687.0000000001,26989.249999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERDESAAN,2019,MARET,228034.7565298507,3937389.3749999995,570136.686567164,25235.999999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2019,SEPTEMBER,228034.7565298507,3937389.3749999995,570136.686567164,25235.999999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2020,MARET,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2020,SEPTEMBER,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERKOTAAN,2021,MARET,479332.0,1765000.0,923932.0,26989.249999999996,1,Menengah
DKI JAKARTA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,490918.0,1765000.0,923932.0,26989.249999999996,1,Menengah
DKI JAKARTA,MAKANAN,PERKOTAAN,2022,MARET,508239.0,3937389.3749999995,953320.0000000001,26989.249999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,534819.0,3937389.3749999995,953320.0000000001,26989.249999999996,1,Tinggi
DKI JAKARTA,MAKANAN,PERDESAAN,2021,MARET,228034.7565298507,1765000.0,570136.686567164,26989.249999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2021,SEPTEMBER,228034.7565298507,1765000.0,570136.686567164,26989.249999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2022,MARET,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,3,Menengah
DKI JAKARTA,MAKANAN,PERDESAAN,2022,SEPTEMBER,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,3,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2015,MARET,167793.0,2700000.0,1039295.8749999999,17012.0,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,175361.0,2700000.0,1039295.8749999999,17012.0,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2016,MARET,180715.0,3100000.0,1039295.8749999999,23180.999999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,185752.0,3100000.0,1039295.8749999999,23180.999999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2015,MARET,228034.7565298507,2700000.0,570136.686567164,17012.0,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,228034.7565298507,2700000.0,570136.686567164,17012.0,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2016,MARET,228034.7565298507,3100000.0,570136.686567164,23180.999999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,228034.7565298507,3100000.0,570136.686567164,23180.999999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2017,MARET,189163.0,3355750.0,1039295.8749999999,23826.0,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,195054.0,3355750.0,1039295.8749999999,23826.0,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2018,MARET,198949.0,3648036.0,1039295.8749999999,25238.0,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,198987.0,3648036.0,1039295.8749999999,25238.0,2,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2017,MARET,228034.7565298507,3355750.0,570136.686567164,23826.0,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,228034.7565298507,3355750.0,570136.686567164,23826.0,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2018,MARET,228034.7565298507,3648036.0,570136.686567164,25238.0,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,228034.7565298507,3648036.0,570136.686567164,25238.0,0,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2019,MARET,207344.99999999997,3937389.3749999995,1039295.8749999999,25235.999999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,211437.0,3937389.3749999995,1039295.8749999999,25235.999999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2020,MARET,214245.0,3937389.3749999995,1039295.8749999999,26989.249999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,215490.99999999997,3937389.3749999995,1039295.8749999999,26989.249999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2019,MARET,228034.7565298507,3937389.3749999995,570136.686567164,25235.999999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,228034.7565298507,3937389.3749999995,570136.686567164,25235.999999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2020,MARET,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2021,MARET,218306.0,1765000.0,1039295.8749999999,26989.249999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,224134.0,1765000.0,1039295.8749999999,26989.249999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2022,MARET,230716.0,3937389.3749999995,1039295.8749999999,26989.249999999996,2,Menengah
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,238551.0,3937389.3749999995,1039295.8749999999,26989.249999999996,2,Tinggi
DKI JAKARTA,NONMAKANAN,PERDESAAN,2021,MARET,228034.7565298507,1765000.0,570136.686567164,26989.249999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,228034.7565298507,1765000.0,570136.686567164,26989.249999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2022,MARET,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,0,Menengah
DKI JAKARTA,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,228034.7565298507,3937389.3749999995,570136.686567164,26989.249999999996,0,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2015,MARET,213479.0,1000000.0,448748.0,11247.0,1,Rendah
JAWA BARAT,MAKANAN,PERKOTAAN,2015,SEPTEMBER,223843.0,1000000.0,448748.0,11247.0,1,Rendah
JAWA BARAT,MAKANAN,PERKOTAAN,2016,MARET,228191.0,2250000.0,514628.0,14791.0,1,Rendah
JAWA BARAT,MAKANAN,PERKOTAAN,2016,SEPTEMBER,233953.0,2250000.0,514628.0,14791.0,1,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2015,MARET,231259.0,1000000.0,378794.0,11247.0,3,Rendah
JAWA BARAT,MAKANAN,PERDESAAN,2015,SEPTEMBER,241132.0,1000000.0,378794.0,11247.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2016,MARET,246605.0,2250000.0,395806.0,14791.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2016,SEPTEMBER,250274.0,2250000.0,395806.0,14791.0,3,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2017,MARET,244750.0,1420624.0,593467.0,16202.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2017,SEPTEMBER,250654.0,1420624.0,593467.0,16202.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2018,MARET,263583.0,1544361.0,626039.0,16843.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2018,SEPTEMBER,266339.0,1544361.0,626039.0,16843.0,1,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2017,MARET,257238.0,1420624.0,484115.0,16202.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2017,SEPTEMBER,265183.0,1420624.0,484115.0,16202.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2018,MARET,274016.0,1544361.0,529193.9999999999,16843.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2018,SEPTEMBER,276660.0,1544361.0,529193.9999999999,16843.0,3,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2019,MARET,280844.0,1668373.0,659200.0,17365.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2019,SEPTEMBER,291607.0,1668373.0,659200.0,17365.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2020,MARET,299959.00000000006,1810351.0,682460.9999999999,19078.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2020,SEPTEMBER,303464.99999999994,1810351.0,682460.9999999999,19078.0,1,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2019,MARET,284171.0,1668373.0,533831.0,17365.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2019,SEPTEMBER,295872.0,1668373.0,533831.0,17365.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2020,MARET,307253.0,1810351.0,568464.0,19078.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2020,SEPTEMBER,312563.0,1810351.0,568464.0,19078.0,3,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2021,MARET,313015.0,2630162.0,698335.9999999999,19716.0,1,Tinggi
JAWA BARAT,MAKANAN,PERKOTAAN,2021,SEPTEMBER,321499.0,2630162.0,698335.9999999999,19716.0,1,Tinggi
JAWA BARAT,MAKANAN,PERKOTAAN,2022,MARET,331420.0,1841487.0,729521.0,19038.0,1,Menengah
JAWA BARAT,MAKANAN,PERKOTAAN,2022,SEPTEMBER,353253.0,1841487.0,729521.0,19038.0,1,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2021,MARET,319590.0,2630162.0,602592.9999999999,19716.0,3,Tinggi
JAWA BARAT,MAKANAN,PERDESAAN,2021,SEPTEMBER,330150.0,2630162.0,602592.9999999999,19716.0,3,Tinggi
JAWA BARAT,MAKANAN,PERDESAAN,2022,MARET,343614.99999999994,1841487.0,630058.0,19038.0,3,Menengah
JAWA BARAT,MAKANAN,PERDESAAN,2022,SEPTEMBER,361697.0,1841487.0,630058.0,19038.0,3,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2015,MARET,94009.0,1000000.0,566241.9999999999,11247.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,94454.0,1000000.0,566241.9999999999,11247.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2016,MARET,96826.0,2250000.0,599330.0,14791.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,98192.00000000001,2250000.0,599330.0,14791.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERDESAAN,2015,MARET,74358.0,1000000.0,274900.0,11247.0,0,Rendah
JAWA BARAT,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,78096.0,1000000.0,274900.0,11247.0,0,Rendah
JAWA BARAT,NONMAKANAN,PERDESAAN,2016,MARET,78332.0,2250000.0,298301.0,14791.0,0,Rendah
JAWA BARAT,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,80963.0,2250000.0,298301.0,14791.0,0,Rendah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2017,MARET,100400.0,1420624.0,625682.9999999999,16202.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,104211.99999999999,1420624.0,625682.9999999999,16202.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2018,MARET,105096.99999999999,1544361.0,707932.0,16843.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,105920.0,1544361.0,707932.0,16843.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERDESAAN,2017,MARET,84444.00000000001,1420624.0,322523.0,16202.0,0,Rendah
JAWA BARAT,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,87921.00000000001,1420624.0,322523.0,16202.0,0,Rendah
JAWA BARAT,NONMAKANAN,PERDESAAN,2018,MARET,90136.0,1544361.0,357130.99999999994,16843.0,0,Menengah
JAWA BARAT,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,91144.0,1544361.0,357130.99999999994,16843.0,0,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2019,MARET,108134.0,1668373.0,715976.0,17365.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,110647.0,1668373.0,715976.0,17365.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2020,MARET,112943.0,1810351.0,748323.0,19078.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,113234.0,1810351.0,748323.0,19078.0,2,Menengah
JAWA BARAT,NONMAKANAN,PERDESAAN,2019,MARET,92689.0,1668373.0,380464.0,17365.0,0,Menengah
